signal_plan_name,phase_1_green,phase_1_amber,phase_1_all_red,phase_2_green,phase_2_amber,phase_2_all_red,phase_3_green,phase_3_amber,phase_3_all_red
ORIGINAL CONFIG,26.0,3.0,3.0,18.0,3.0,1.0,58.0,3.0,3.0
