total_trips,avg_duration,total_simulation_time,avg_speed_kmh,avg_time_loss,total_waiting_time,avg_waiting_time,total_stops,delayed_departures,avg_depart_delay,total_distance_km
1800,82.24166666666666,4616.0,7.63,68.36542777777778,103273.0,57.37388888888889,1508,1265,159.2624505928854,313.73
