total_trips,avg_duration,total_simulation_time,avg_speed_kmh,avg_time_loss,total_waiting_time,avg_waiting_time,total_stops,delayed_departures,avg_depart_delay,total_distance_km
1800,45.611666666666665,4347.0,13.84,31.616638888888886,41487.0,23.048333333333332,1536,1178,539.713921901528,315.65
